PLCY_DTL_ID,CUST_ID,PLCY_NO,PLCY_STRT_DT,PLCY_END_DT,PLCY_PREMIUM_AMT,PLCY_PAYMENT_STATUS,PLCY_CLAIM_LIMIT,RISK_LEVEL,BUSINESS_TYPE
2101,4142,COF5324102,2025-10-10,2026-10-10,1295.43,Paid,8000.0,Low,Consulting
2102,4142,COF5961039,2026-10-11,2027-10-11,1040.61,Paid,8000.0,Low,Consulting
2103,4143,COF9211662,2006-05-21,2007-05-21,1065.93,Paid,8000.0,Low,Technology Solutions
2104,4144,COF4954226,2008-09-05,2009-09-05,3754.08,Paid,10000.0,Medium,Entertainment Group
2105,4144,COF5959935,2009-09-06,2010-09-06,3603.21,Paid,10000.0,Medium,Entertainment Group
2106,4145,COF3526296,2022-11-07,2023-11-07,3761.35,Paid,10000.0,Medium,Global Trade
2107,4145,COF4863755,2023-11-08,2024-11-07,4788.82,Paid,10000.0,Medium,Global Trade
2108,4146,COF6892686,2008-01-25,2009-01-24,1674.71,Paid,8000.0,Low,Consulting
2109,4146,COF8099868,2009-01-25,2010-01-25,1522.28,Paid,8000.0,Low,Consulting
2110,4146,COF1286852,2010-01-26,2011-01-26,1468.46,Paid,8000.0,Low,Consulting
2111,4147,COF8362672,2015-07-13,2016-07-12,1451.87,Delinquent,8000.0,Low,Consulting
2112,4147,COF2038550,2016-07-13,2017-07-13,1000.42,Paid,8000.0,Low,Consulting
2113,4147,COF6918765,2017-07-14,2018-07-14,1895.39,Paid,8000.0,Low,Consulting
2114,4148,COF9468096,2014-10-04,2015-10-04,1995.69,Paid,8000.0,Low,Financial Services
2115,4149,COF1551510,2009-05-21,2010-05-21,1135.08,Paid,8000.0,Low,Consulting
2116,4149,COF7418402,2010-05-22,2011-05-22,1880.46,Paid,8000.0,Low,Consulting
2117,4150,COF5331713,2017-10-19,2018-10-19,6383.42,Paid,12000.0,High,Manufacturing
2118,4150,COF1200883,2018-10-20,2019-10-20,6044.88,Paid,12000.0,High,Manufacturing
2119,4150,COF4153055,2019-10-21,2020-10-20,6478.56,Paid,12000.0,High,Manufacturing
2120,4151,COF4654987,2015-04-26,2016-04-25,1092.36,Paid,8000.0,Low,Technology Solutions
2121,4151,COF4094976,2016-04-26,2017-04-26,1498.5,Paid,8000.0,Low,Technology Solutions
2122,4152,COF5452233,2007-09-29,2008-09-28,1634.35,Paid,8000.0,Low,Technology Solutions
2123,4153,COF2686619,2013-12-15,2014-12-15,1377.25,Paid,8000.0,Low,Technology Solutions
2124,4153,COF7896141,2014-12-16,2015-12-16,1660.58,Paid,8000.0,Low,Technology Solutions
2125,4153,COF7528434,2015-12-17,2016-12-16,1382.39,Paid,8000.0,Low,Technology Solutions
2126,4154,COF6099750,2007-08-03,2008-08-02,1909.29,Paid,8000.0,Low,Financial Services
2127,4154,COF1672392,2008-08-03,2009-08-03,1190.62,Paid,8000.0,Low,Financial Services
2128,4154,COF8846349,2009-08-04,2010-08-04,1431.27,Paid,8000.0,Low,Financial Services
2129,4155,COF9980838,2010-11-29,2011-11-29,1385.45,Paid,8000.0,Low,Financial Services
2130,4155,COF8475661,2011-11-30,2012-11-29,1625.1,Paid,8000.0,Low,Financial Services
2131,4155,COF8603567,2012-11-30,2013-11-30,1094.43,Paid,8000.0,Low,Financial Services
2132,4156,COF7961796,2022-09-28,2023-09-28,1121.61,Paid,8000.0,Low,Technology Solutions
2133,4157,COF1123584,2011-06-30,2012-06-29,4914.6,Paid,10000.0,Medium,Global Trade
2134,4158,COF2787029,2020-10-25,2021-10-25,4244.18,Paid,10000.0,Medium,Retail Group
2135,4158,COF2340344,2021-10-26,2022-10-26,3512.19,Paid,10000.0,Medium,Retail Group
2136,4158,COF2443539,2022-10-27,2023-10-27,3723.89,Paid,10000.0,Medium,Retail Group
2137,4159,COF8322669,2009-03-17,2010-03-17,1391.55,Paid,8000.0,Low,Consulting
2138,4159,COF8180694,2010-03-18,2011-03-18,1752.59,Paid,8000.0,Low,Consulting
2139,4159,COF9729278,2011-03-19,2012-03-18,1705.79,Paid,8000.0,Low,Consulting
2140,4160,COF4811143,2023-01-28,2024-01-28,1471.38,Paid,8000.0,Low,Financial Services
2141,4160,COF4698166,2024-01-29,2025-01-28,1202.54,Delinquent,8000.0,Low,Financial Services
2142,4160,COF6791867,2025-01-29,2026-01-29,1883.64,Paid,8000.0,Low,Financial Services
2143,4161,COF9283569,2008-08-27,2009-08-27,4733.4,Paid,10000.0,Medium,Hospitality
2144,4161,COF3133456,2009-08-28,2010-08-28,4770.04,Paid,10000.0,Medium,Hospitality
2145,4161,COF6247796,2010-08-29,2011-08-29,4760.71,Paid,10000.0,Medium,Hospitality
2146,4162,COF2758233,2014-01-30,2015-01-30,3658.14,Paid,10000.0,Medium,Education
2147,4162,COF7321359,2015-01-31,2016-01-31,4014.58,Paid,10000.0,Medium,Education
2148,4162,COF4246058,2016-02-01,2017-01-31,3501.68,Paid,10000.0,Medium,Education
2149,4163,COF1105803,2018-03-06,2019-03-06,1588.36,Delinquent,8000.0,Low,Financial Services
2150,4163,COF8017631,2019-03-07,2020-03-06,1799.17,Paid,8000.0,Low,Financial Services
2151,4163,COF2919697,2020-03-07,2021-03-07,1888.34,Paid,8000.0,Low,Financial Services
2152,4164,COF6485228,2023-02-17,2024-02-17,1068.99,Paid,8000.0,Low,Financial Services
2153,4164,COF1715865,2024-02-18,2025-02-17,1198.82,Paid,8000.0,Low,Financial Services
2154,4164,COF9625126,2025-02-18,2026-02-18,1502.23,Paid,8000.0,Low,Financial Services
2155,4165,COF7945669,2015-07-15,2016-07-14,1497.52,Paid,8000.0,Low,Technology Solutions
2156,4165,COF3117604,2016-07-15,2017-07-15,1300.42,Paid,8000.0,Low,Technology Solutions
2157,4166,COF9538474,2010-09-02,2011-09-02,1619.18,Paid,8000.0,Low,Consulting
2158,4166,COF7830718,2011-09-03,2012-09-02,1191.05,Paid,8000.0,Low,Consulting
2159,4166,COF6637513,2012-09-03,2013-09-03,1922.42,Paid,8000.0,Low,Consulting
2160,4167,COF6634148,2024-06-28,2025-06-28,1525.27,Paid,8000.0,Low,Financial Services
2161,4168,COF4259967,2020-12-14,2021-12-14,4828.57,Paid,10000.0,Medium,Global Trade
2162,4168,COF1290721,2021-12-15,2022-12-15,3723.24,Paid,10000.0,Medium,Global Trade
2163,4169,COF8801175,2023-12-24,2024-12-23,3511.4,Paid,10000.0,Medium,Entertainment Group
2164,4169,COF5089594,2024-12-24,2025-12-24,3158.07,Paid,10000.0,Medium,Entertainment Group
2165,4169,COF1749128,2025-12-25,2026-12-25,4534.84,Paid,10000.0,Medium,Entertainment Group
2166,4170,COF6772639,2015-12-12,2016-12-11,1979.86,Paid,8000.0,Low,Consulting
2167,4170,COF9784656,2016-12-12,2017-12-12,1794.95,Paid,8000.0,Low,Consulting
2168,4171,COF8804196,2006-05-04,2007-05-04,1014.07,Paid,8000.0,Low,Financial Services
2169,4171,COF3760710,2007-05-05,2008-05-04,1995.45,Paid,8000.0,Low,Financial Services
2170,4172,COF5845694,2017-12-14,2018-12-14,4838.35,Paid,10000.0,Medium,Global Trade
2171,4172,COF3214110,2018-12-15,2019-12-15,3418.88,Paid,10000.0,Medium,Global Trade
2172,4172,COF9865535,2019-12-16,2020-12-15,3621.86,Paid,10000.0,Medium,Global Trade
2173,4173,COF9870529,2018-07-02,2019-07-02,3522.07,Delinquent,10000.0,Medium,Global Trade
2174,4173,COF6592584,2019-07-03,2020-07-02,4662.43,Paid,10000.0,Medium,Global Trade
2175,4173,COF3917816,2020-07-03,2021-07-03,4373.29,Paid,10000.0,Medium,Global Trade
2176,4174,COF8094318,2009-10-23,2010-10-23,1303.46,Delinquent,8000.0,Low,Technology Solutions
2177,4174,COF8891862,2010-10-24,2011-10-24,1348.55,Paid,8000.0,Low,Technology Solutions
2178,4175,COF7536246,2015-12-22,2016-12-21,1851.91,Paid,8000.0,Low,Consulting
2179,4175,COF5051956,2016-12-22,2017-12-22,1568.06,Paid,8000.0,Low,Consulting
2180,4175,COF1050983,2017-12-23,2018-12-23,1851.07,Paid,8000.0,Low,Consulting
2181,4176,COF1435807,2014-03-17,2015-03-17,1230.56,Delinquent,8000.0,Low,Financial Services
2182,4176,COF3699963,2015-03-18,2016-03-17,1364.13,Paid,8000.0,Low,Financial Services
2183,4176,COF2092730,2016-03-18,2017-03-18,1108.66,Paid,8000.0,Low,Financial Services
2184,4177,COF5497179,2018-02-07,2019-02-07,1717.05,Paid,8000.0,Low,Financial Services
2185,4178,COF6564456,2010-12-01,2011-12-01,1326.96,Paid,8000.0,Low,Financial Services
2186,4178,COF1892975,2011-12-02,2012-12-01,1219.63,Paid,8000.0,Low,Financial Services
2187,4179,COF3074748,2020-01-03,2021-01-02,3446.2,Paid,10000.0,Medium,Entertainment Group
2188,4179,COF8289283,2021-01-03,2022-01-03,4772.29,Paid,10000.0,Medium,Entertainment Group
2189,4180,COF2997325,2016-11-10,2017-11-10,1676.99,Paid,8000.0,Low,Consulting
2190,4180,COF5564999,2017-11-11,2018-11-11,1503.93,Paid,8000.0,Low,Consulting
2191,4180,COF8745908,2018-11-12,2019-11-12,1194.32,Paid,8000.0,Low,Consulting
2192,4181,COF4888156,2013-12-08,2014-12-08,1262.6,Paid,8000.0,Low,Technology Solutions
2193,4181,COF1480906,2014-12-09,2015-12-09,1048.58,Paid,8000.0,Low,Technology Solutions
2194,4181,COF7854911,2015-12-10,2016-12-09,1108.57,Paid,8000.0,Low,Technology Solutions
2195,4182,COF6851548,2014-09-18,2015-09-18,7880.44,Paid,12000.0,High,Construction
2196,4183,COF2121335,2021-04-01,2022-04-01,1907.46,Paid,8000.0,Low,Consulting
2197,4184,COF3604420,2017-06-04,2018-06-04,7638.8,Paid,12000.0,High,Energy Systems
2198,4185,COF2061360,2008-05-14,2009-05-14,1739.1,Paid,8000.0,Low,Consulting
2199,4186,COF9632908,2011-03-01,2012-02-29,1051.64,Paid,8000.0,Low,Technology Solutions
2200,4187,COF9092146,2007-10-03,2008-10-02,1989.17,Paid,8000.0,Low,Technology Solutions
2201,4187,COF6156450,2008-10-03,2009-10-03,1567.33,Paid,8000.0,Low,Technology Solutions
2202,4188,COF2872419,2017-12-10,2018-12-10,3535.78,Paid,10000.0,Medium,Hospitality
2203,4188,COF3204446,2018-12-11,2019-12-11,4027.76,Paid,10000.0,Medium,Hospitality
2204,4189,COF9976474,2019-01-25,2020-01-25,1507.31,Paid,8000.0,Low,Consulting
2205,4189,COF9366826,2020-01-26,2021-01-25,1571.41,Paid,8000.0,Low,Consulting
2206,4189,COF9797481,2021-01-26,2022-01-26,1390.55,Paid,8000.0,Low,Consulting
2207,4190,COF1089778,2020-11-12,2021-11-12,3754.17,Paid,10000.0,Medium,Education
2208,4190,COF7845629,2021-11-13,2022-11-13,4417.95,Paid,10000.0,Medium,Education
2209,4190,COF1472205,2022-11-14,2023-11-14,4598.41,Paid,10000.0,Medium,Education
2210,4191,COF7307549,2019-09-08,2020-09-07,1467.83,Paid,8000.0,Low,Consulting
2211,4191,COF2360477,2020-09-08,2021-09-08,1014.83,Paid,8000.0,Low,Consulting
2212,4192,COF6557886,2011-01-03,2012-01-03,1855.73,Paid,8000.0,Low,Technology Solutions
2213,4192,COF4732768,2012-01-04,2013-01-03,1785.09,Paid,8000.0,Low,Technology Solutions
2214,4192,COF3472813,2013-01-04,2014-01-04,1445.41,Paid,8000.0,Low,Technology Solutions
2215,4193,COF4747660,2017-07-02,2018-07-02,1093.36,Paid,8000.0,Low,Consulting
2216,4193,COF8176152,2018-07-03,2019-07-03,1127.15,Paid,8000.0,Low,Consulting
2217,4193,COF4237820,2019-07-04,2020-07-03,1727.4,Paid,8000.0,Low,Consulting
2218,4194,COF3181500,2013-11-25,2014-11-25,3159.82,Paid,10000.0,Medium,Global Trade
2219,4194,COF5230617,2014-11-26,2015-11-26,3217.46,Paid,10000.0,Medium,Global Trade
2220,4194,COF3747432,2015-11-27,2016-11-26,4952.1,Paid,10000.0,Medium,Global Trade
2221,4195,COF5862434,2018-06-26,2019-06-26,7077.37,Paid,12000.0,High,Construction
2222,4195,COF3676447,2019-06-27,2020-06-26,6228.19,Paid,12000.0,High,Construction
2223,4196,COF4180177,2007-06-09,2008-06-08,1173.84,Paid,8000.0,Low,Technology Solutions
2224,4196,COF9487509,2008-06-09,2009-06-09,1449.39,Paid,8000.0,Low,Technology Solutions
2225,4196,COF6491074,2009-06-10,2010-06-10,1084.07,Paid,8000.0,Low,Technology Solutions
2226,4197,COF2806527,2015-05-18,2016-05-17,1304.24,Paid,8000.0,Low,Financial Services
2227,4197,COF6221507,2016-05-18,2017-05-18,1168.39,Paid,8000.0,Low,Financial Services
2228,4197,COF2330415,2017-05-19,2018-05-19,1480.43,Paid,8000.0,Low,Financial Services
2229,4198,COF8539474,2022-01-12,2023-01-12,4500.9,Paid,10000.0,Medium,Retail Group
2230,4198,COF6125908,2023-01-13,2024-01-13,3061.3,Paid,10000.0,Medium,Retail Group
2231,4198,COF5413228,2024-01-14,2025-01-13,4143.6,Paid,10000.0,Medium,Retail Group
2232,4199,COF1101925,2009-12-10,2010-12-10,1635.04,Paid,8000.0,Low,Consulting
2233,4199,COF6207668,2010-12-11,2011-12-11,1938.39,Paid,8000.0,Low,Consulting
2234,4199,COF7143881,2011-12-12,2012-12-11,1489.27,Paid,8000.0,Low,Consulting
2235,4200,COF3274709,2021-04-04,2022-04-04,3477.15,Paid,10000.0,Medium,Education
2236,4201,COF1855026,2021-06-10,2022-06-10,4462.11,Paid,10000.0,Medium,Retail Group
2237,4201,COF8929699,2022-06-11,2023-06-11,3139.47,Paid,10000.0,Medium,Retail Group
2238,4201,COF2267305,2023-06-12,2024-06-11,4137.68,Paid,10000.0,Medium,Retail Group
2239,4202,COF9063345,2022-10-20,2023-10-20,1783.23,Paid,8000.0,Low,Technology Solutions
2240,4202,COF4832926,2023-10-21,2024-10-20,1941.99,Paid,8000.0,Low,Technology Solutions
2241,4203,COF9358808,2018-02-19,2019-02-19,1935.58,Paid,8000.0,Low,Financial Services
2242,4204,COF8674028,2017-06-06,2018-06-06,4462.37,Delinquent,10000.0,Medium,Global Trade
2243,4204,COF4524948,2018-06-07,2019-06-07,3742.74,Paid,10000.0,Medium,Global Trade
2244,4204,COF6428739,2019-06-08,2020-06-07,4417.5,Delinquent,10000.0,Medium,Global Trade
2245,4205,COF3913443,2014-12-27,2015-12-27,3800.44,Paid,10000.0,Medium,Hospitality
2246,4205,COF4319022,2015-12-28,2016-12-27,3243.94,Paid,10000.0,Medium,Hospitality
2247,4205,COF1959133,2016-12-28,2017-12-28,3319.64,Paid,10000.0,Medium,Hospitality
2248,4206,COF1999991,2021-02-27,2022-02-27,3900.23,Paid,10000.0,Medium,Education
2249,4207,COF2380469,2014-09-06,2015-09-06,6760.31,Paid,12000.0,High,Logistics Solutions
2250,4207,COF8674839,2015-09-07,2016-09-06,6048.37,Paid,12000.0,High,Logistics Solutions
2251,4207,COF9836199,2016-09-07,2017-09-07,7902.18,Paid,12000.0,High,Logistics Solutions
2252,4208,COF5911487,2007-09-07,2008-09-06,3975.3,Paid,10000.0,Medium,Education
2253,4209,COF6506952,2024-04-10,2025-04-10,1152.36,Paid,8000.0,Low,Financial Services
2254,4210,COF9577208,2024-12-08,2025-12-08,3291.6,Paid,10000.0,Medium,Education
2255,4210,COF9898417,2025-12-09,2026-12-09,4655.81,Paid,10000.0,Medium,Education
2256,4210,COF6483312,2026-12-10,2027-12-10,3392.25,Paid,10000.0,Medium,Education
2257,4211,COF1390325,2023-11-08,2024-11-07,4579.09,Paid,10000.0,Medium,Global Trade
2258,4211,COF7494154,2024-11-08,2025-11-08,3866.3,Paid,10000.0,Medium,Global Trade
2259,4211,COF7844769,2025-11-09,2026-11-09,4828.9,Paid,10000.0,Medium,Global Trade
2260,4212,COF1087165,2018-09-28,2019-09-28,1658.26,Paid,8000.0,Low,Financial Services
2261,4212,COF2806464,2019-09-29,2020-09-28,1063.03,Paid,8000.0,Low,Financial Services
2262,4212,COF1602592,2020-09-29,2021-09-29,1866.44,Paid,8000.0,Low,Financial Services
2263,4213,COF6417157,2024-10-11,2025-10-11,4603.86,Paid,10000.0,Medium,Retail Group
2264,4214,COF7396675,2017-07-03,2018-07-03,1015.13,Paid,8000.0,Low,Technology Solutions
2265,4214,COF4709735,2018-07-04,2019-07-04,1613.25,Paid,8000.0,Low,Technology Solutions
2266,4214,COF5879520,2019-07-05,2020-07-04,1222.82,Paid,8000.0,Low,Technology Solutions
2267,4215,COF3846600,2008-09-22,2009-09-22,3222.9,Paid,10000.0,Medium,Hospitality
2268,4216,COF7322260,2022-07-13,2023-07-13,3847.11,Paid,10000.0,Medium,Global Trade
2269,4216,COF1057394,2023-07-14,2024-07-13,3266.15,Paid,10000.0,Medium,Global Trade
2270,4217,COF9970677,2019-11-26,2020-11-25,1138.65,Paid,8000.0,Low,Technology Solutions
2271,4217,COF9179133,2020-11-26,2021-11-26,1051.34,Paid,8000.0,Low,Technology Solutions
2272,4217,COF9803476,2021-11-27,2022-11-27,1733.99,Paid,8000.0,Low,Technology Solutions
2273,4218,COF8430139,2011-08-18,2012-08-17,4609.57,Paid,10000.0,Medium,Retail Group
2274,4218,COF7270105,2012-08-18,2013-08-18,3693.32,Paid,10000.0,Medium,Retail Group
2275,4219,COF4167665,2015-08-12,2016-08-11,1340.6,Paid,8000.0,Low,Technology Solutions
2276,4219,COF3517028,2016-08-12,2017-08-12,1829.28,Paid,8000.0,Low,Technology Solutions
2277,4219,COF9026297,2017-08-13,2018-08-13,1152.9,Delinquent,8000.0,Low,Technology Solutions
2278,4220,COF4655310,2023-10-18,2024-10-17,1805.13,Delinquent,8000.0,Low,Financial Services
2279,4221,COF5158534,2021-11-08,2022-11-08,1914.54,Paid,8000.0,Low,Consulting
2280,4221,COF3742715,2022-11-09,2023-11-09,1778.54,Paid,8000.0,Low,Consulting
2281,4222,COF3474307,2013-09-19,2014-09-19,1044.75,Paid,8000.0,Low,Financial Services
2282,4222,COF8684271,2014-09-20,2015-09-20,1764.43,Paid,8000.0,Low,Financial Services
2283,4223,COF6598639,2018-03-14,2019-03-14,1067.76,Paid,8000.0,Low,Technology Solutions
2284,4223,COF1170650,2019-03-15,2020-03-14,1940.44,Paid,8000.0,Low,Technology Solutions
2285,4224,COF1007586,2015-05-11,2016-05-10,3903.03,Paid,10000.0,Medium,Hospitality
2286,4225,COF1555798,2009-12-16,2010-12-16,7747.57,Delinquent,12000.0,High,Manufacturing
2287,4225,COF5551110,2010-12-17,2011-12-17,7953.15,Paid,12000.0,High,Manufacturing
2288,4225,COF3516912,2011-12-18,2012-12-17,6598.33,Paid,12000.0,High,Manufacturing
2289,4226,COF8071242,2015-01-03,2016-01-03,1685.71,Paid,8000.0,Low,Technology Solutions
2290,4226,COF2288672,2016-01-04,2017-01-03,1066.56,Paid,8000.0,Low,Technology Solutions
2291,4227,COF9513686,2021-09-07,2022-09-07,3093.34,Paid,10000.0,Medium,Education
2292,4227,COF7675752,2022-09-08,2023-09-08,4922.59,Paid,10000.0,Medium,Education
2293,4228,COF3801443,2008-07-12,2009-07-12,1107.88,Paid,8000.0,Low,Consulting
2294,4228,COF9735133,2009-07-13,2010-07-13,1138.67,Paid,8000.0,Low,Consulting
2295,4229,COF3806387,2021-07-08,2022-07-08,1988.21,Delinquent,8000.0,Low,Financial Services
2296,4229,COF7181774,2022-07-09,2023-07-09,1242.7,Paid,8000.0,Low,Financial Services
2297,4229,COF6238235,2023-07-10,2024-07-09,1178.47,Paid,8000.0,Low,Financial Services
2298,4230,COF2617752,2020-10-15,2021-10-15,1800.3,Paid,8000.0,Low,Technology Solutions
2299,4230,COF1604135,2021-10-16,2022-10-16,1491.38,Paid,8000.0,Low,Technology Solutions
2300,4230,COF5191502,2022-10-17,2023-10-17,1092.12,Paid,8000.0,Low,Technology Solutions
2301,4231,COF9708798,2010-02-13,2011-02-13,7091.0,Paid,12000.0,High,Energy Systems
2302,4231,COF2148140,2011-02-14,2012-02-14,7579.97,Paid,12000.0,High,Energy Systems
2303,4231,COF7220427,2012-02-15,2013-02-14,6805.77,Paid,12000.0,High,Energy Systems
2304,4232,COF6857888,2023-02-22,2024-02-22,1139.14,Paid,8000.0,Low,Technology Solutions
2305,4232,COF5492342,2024-02-23,2025-02-22,1750.72,Paid,8000.0,Low,Technology Solutions
2306,4233,COF1489281,2008-06-14,2009-06-14,7732.16,Paid,12000.0,High,Logistics Solutions
2307,4234,COF8496131,2019-09-24,2020-09-23,4664.82,Delinquent,10000.0,Medium,Hospitality
2308,4234,COF4238837,2020-09-24,2021-09-24,4068.32,Paid,10000.0,Medium,Hospitality
2309,4235,COF8447454,2009-04-07,2010-04-07,1021.93,Paid,8000.0,Low,Financial Services
2310,4236,COF3330046,2008-02-25,2009-02-24,1499.42,Paid,8000.0,Low,Financial Services
2311,4236,COF7313274,2009-02-25,2010-02-25,1473.12,Paid,8000.0,Low,Financial Services
2312,4236,COF8146458,2010-02-26,2011-02-26,1894.44,Paid,8000.0,Low,Financial Services
2313,4237,COF8978571,2015-04-06,2016-04-05,1467.92,Paid,8000.0,Low,Technology Solutions
2314,4237,COF5003866,2016-04-06,2017-04-06,1565.9,Paid,8000.0,Low,Technology Solutions
2315,4237,COF5608176,2017-04-07,2018-04-07,1675.99,Paid,8000.0,Low,Technology Solutions
2316,4238,COF9088258,2008-02-15,2009-02-14,1524.93,Paid,8000.0,Low,Technology Solutions
2317,4239,COF2545115,2024-07-08,2025-07-08,1753.0,Paid,8000.0,Low,Consulting
2318,4239,COF2556208,2025-07-09,2026-07-09,1872.64,Paid,8000.0,Low,Consulting
2319,4240,COF4266152,2020-02-14,2021-02-13,3859.44,Paid,10000.0,Medium,Retail Group
2320,4241,COF3909704,2008-03-21,2009-03-21,1170.51,Paid,8000.0,Low,Consulting
2321,4241,COF7585658,2009-03-22,2010-03-22,1334.36,Paid,8000.0,Low,Consulting
2322,4241,COF5460325,2010-03-23,2011-03-23,1129.02,Paid,8000.0,Low,Consulting
2323,4242,COF1624713,2013-11-04,2014-11-04,1684.14,Paid,8000.0,Low,Financial Services
2324,4243,COF9986170,2010-07-30,2011-07-30,1021.69,Paid,8000.0,Low,Technology Solutions
2325,4243,COF9976541,2011-07-31,2012-07-30,1129.93,Paid,8000.0,Low,Technology Solutions
2326,4244,COF6266256,2009-01-28,2010-01-28,1464.74,Paid,8000.0,Low,Technology Solutions
2327,4244,COF7897536,2010-01-29,2011-01-29,1104.4,Paid,8000.0,Low,Technology Solutions
2328,4245,COF3453179,2017-10-04,2018-10-04,4494.18,Paid,10000.0,Medium,Education
2329,4245,COF4223972,2018-10-05,2019-10-05,4084.73,Paid,10000.0,Medium,Education
2330,4245,COF6277961,2019-10-06,2020-10-05,3605.57,Paid,10000.0,Medium,Education
2331,4246,COF7554508,2013-08-25,2014-08-25,1562.14,Paid,8000.0,Low,Financial Services
2332,4246,COF1272349,2014-08-26,2015-08-26,1523.77,Paid,8000.0,Low,Financial Services
2333,4246,COF5874291,2015-08-27,2016-08-26,1999.21,Paid,8000.0,Low,Financial Services
2334,4247,COF8769322,2024-02-20,2025-02-19,1203.88,Paid,8000.0,Low,Financial Services
2335,4248,COF4349757,2012-09-20,2013-09-20,1041.49,Paid,8000.0,Low,Financial Services
2336,4248,COF6298069,2013-09-21,2014-09-21,1824.91,Paid,8000.0,Low,Financial Services
2337,4249,COF7347046,2011-10-04,2012-10-03,1568.62,Paid,8000.0,Low,Financial Services
2338,4250,COF2762023,2010-11-24,2011-11-24,1427.41,Paid,8000.0,Low,Consulting
2339,4251,COF1857047,2024-02-02,2025-02-01,1785.34,Paid,8000.0,Low,Consulting
2340,4252,COF4747139,2020-09-03,2021-09-03,7795.36,Paid,12000.0,High,Manufacturing
2341,4253,COF5168082,2020-01-10,2021-01-09,1638.31,Paid,8000.0,Low,Financial Services
2342,4254,COF8850317,2010-02-01,2011-02-01,4257.62,Paid,10000.0,Medium,Education
2343,4254,COF4507022,2011-02-02,2012-02-02,4332.0,Paid,10000.0,Medium,Education
2344,4255,COF9817486,2022-03-14,2023-03-14,1394.95,Paid,8000.0,Low,Technology Solutions
2345,4255,COF7498631,2023-03-15,2024-03-14,1436.35,Paid,8000.0,Low,Technology Solutions
2346,4256,COF4351991,2010-02-01,2011-02-01,1116.91,Paid,8000.0,Low,Technology Solutions
2347,4256,COF3980810,2011-02-02,2012-02-02,1521.87,Paid,8000.0,Low,Technology Solutions
2348,4257,COF9508217,2006-12-16,2007-12-16,1128.93,Paid,8000.0,Low,Financial Services
2349,4258,COF3964152,2011-04-03,2012-04-02,1881.38,Paid,8000.0,Low,Technology Solutions
2350,4259,COF6988373,2024-05-05,2025-05-05,6295.56,Paid,12000.0,High,Energy Systems
2351,4259,COF5469484,2025-05-06,2026-05-06,6180.84,Paid,12000.0,High,Energy Systems
2352,4260,COF2368633,2016-04-07,2017-04-07,1434.07,Paid,8000.0,Low,Consulting
2353,4260,COF7414447,2017-04-08,2018-04-08,1974.15,Paid,8000.0,Low,Consulting
2354,4260,COF1954278,2018-04-09,2019-04-09,1366.44,Paid,8000.0,Low,Consulting
2355,4261,COF9182308,2006-09-17,2007-09-17,1205.17,Paid,8000.0,Low,Consulting
2356,4262,COF8212293,2019-04-01,2020-03-31,1931.49,Paid,8000.0,Low,Consulting
2357,4263,COF3136824,2017-01-24,2018-01-24,1453.3,Paid,8000.0,Low,Technology Solutions
2358,4263,COF8432919,2018-01-25,2019-01-25,1661.51,Paid,8000.0,Low,Technology Solutions
2359,4264,COF1663670,2011-02-04,2012-02-04,1118.74,Paid,8000.0,Low,Technology Solutions
2360,4264,COF8864417,2012-02-05,2013-02-04,1577.29,Paid,8000.0,Low,Technology Solutions
2361,4264,COF8706665,2013-02-05,2014-02-05,1480.59,Paid,8000.0,Low,Technology Solutions
2362,4265,COF6605429,2018-04-16,2019-04-16,3861.25,Paid,10000.0,Medium,Entertainment Group
2363,4266,COF3731670,2010-04-25,2011-04-25,4476.73,Paid,10000.0,Medium,Education
2364,4266,COF5645170,2011-04-26,2012-04-25,4752.79,Paid,10000.0,Medium,Education
2365,4267,COF4719572,2016-01-24,2017-01-23,6906.08,Paid,12000.0,High,Logistics Solutions
2366,4268,COF4266500,2023-01-08,2024-01-08,6699.87,Paid,12000.0,High,Manufacturing
2367,4268,COF2751309,2024-01-09,2025-01-08,7826.26,Paid,12000.0,High,Manufacturing
2368,4269,COF7377454,2008-11-17,2009-11-17,4610.17,Delinquent,10000.0,Medium,Global Trade
2369,4270,COF1609439,2024-01-17,2025-01-16,4595.8,Paid,10000.0,Medium,Retail Group
2370,4270,COF7414435,2025-01-17,2026-01-17,4715.73,Paid,10000.0,Medium,Retail Group
2371,4270,COF9040096,2026-01-18,2027-01-18,4565.68,Paid,10000.0,Medium,Retail Group
2372,4271,COF6188860,2011-10-09,2012-10-08,1432.64,Paid,8000.0,Low,Financial Services
2373,4271,COF4229911,2012-10-09,2013-10-09,1642.59,Paid,8000.0,Low,Financial Services
2374,4271,COF3150230,2013-10-10,2014-10-10,1508.18,Paid,8000.0,Low,Financial Services
2375,4272,COF5377318,2020-04-28,2021-04-28,7149.75,Delinquent,12000.0,High,Construction
2376,4273,COF7623297,2011-11-28,2012-11-27,1120.92,Paid,8000.0,Low,Consulting
2377,4274,COF7333475,2021-11-20,2022-11-20,3058.32,Paid,10000.0,Medium,Global Trade
2378,4275,COF5305976,2021-09-25,2022-09-25,4587.96,Paid,10000.0,Medium,Hospitality
2379,4275,COF9182270,2022-09-26,2023-09-26,4828.92,Delinquent,10000.0,Medium,Hospitality
2380,4276,COF7410010,2014-05-25,2015-05-25,6854.53,Paid,12000.0,High,Transportation
